,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
20128,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,60-80hrs, United-States, <=50K
20129,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20130,Middle-Aged, Local-gov,"<=375,000", Bachelors,12-16, Divorced, Prof-specialty, Unmarried, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20131,Old, Private,"<=375,000", Bachelors,12-16, Divorced, Other-service, Not-in-family, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
20132,Middle-Aged, Federal-gov,"<=375,000", HS-grad,8-12, Married-civ-spouse, Transport-moving, Husband, Black, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20133,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Other-service, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20134,Middle-Aged, Private,"<=375,000", Prof-school,12-16, Married-civ-spouse, Craft-repair, Husband, White, Male,Medium Gain,No Loss,20-40hrs, United-States, >50K
20135,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Divorced, Prof-specialty, Not-in-family, White, Female,High Gain,No Loss,20-40hrs, United-States, >50K
20136,Middle-Aged, Private,">375,000 and <=750,000", Assoc-voc,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20137,Old, Private,"<=375,000", 10th,4-8, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,No Gain,No Loss,20-40hrs, Japan, >50K
20138,Young, Private,"<=375,000", 9th,4-8, Never-married, Transport-moving, Other-relative, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20139,Middle-Aged, Local-gov,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Not-in-family, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
20140,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, >50K
20141,Old, Private,"<=375,000", Some-college,8-12, Never-married, Handlers-cleaners, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20142,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Not-in-family, Black, Female,High Gain,No Loss,40-60hrs, United-States, >50K
20143,Young, Private,"<=375,000", Assoc-voc,8-12, Never-married, Exec-managerial, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20144,Middle-Aged, Federal-gov,"<=375,000", Some-college,8-12, Divorced, Prof-specialty, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, >50K
20145,Old, Self-emp-not-inc,">375,000 and <=750,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20146,Young, Private,"<=375,000", Some-college,8-12, Divorced, Exec-managerial, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20147,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, Black, Male,Medium Gain,No Loss,20-40hrs, United-States, >50K
20148,Middle-Aged, Local-gov,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,Modest Loss,20-40hrs, United-States, <=50K
20149,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Prof-specialty, Not-in-family, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
20150,Middle-Aged, Private,"<=375,000", Masters,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20151,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Craft-repair, Unmarried, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20152,Middle-Aged, Self-emp-inc,"<=375,000", Bachelors,12-16, Married-civ-spouse, Sales, Husband, White, Male,High Gain,No Loss,40-60hrs, United-States, >50K
20153,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Divorced, Craft-repair, Unmarried, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20154,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20155,Middle-Aged, State-gov,"<=375,000", Assoc-acdm,8-12, Never-married, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, Germany, <=50K
20156,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Machine-op-inspct, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20157,Young, Private,"<=375,000", Some-college,8-12, Never-married, Other-service, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20158,Middle-Aged, Private,"<=375,000", 7th-8th,0-4, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20159,Old,,"<=375,000", Some-college,8-12, Married-civ-spouse,, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20160,Middle-Aged, Private,"<=375,000", Masters,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20161,Young,,"<=375,000", 11th,4-8, Never-married,, Own-child, Black, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
20162,Middle-Aged, Self-emp-inc,"<=375,000", Prof-school,12-16, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20163,Middle-Aged, Self-emp-inc,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20164,Middle-Aged, Private,">375,000 and <=750,000", Some-college,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20165,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20166,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Tech-support, Other-relative, Asian-Pac-Islander, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20167,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20168,Old, Self-emp-not-inc,"<=375,000", Masters,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20169,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Married-civ-spouse, Tech-support, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20170,Old, Self-emp-not-inc,"<=375,000", Prof-school,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20171,Young, Private,"<=375,000", 1st-4th,0-4, Never-married, Other-service, Other-relative, White, Male,No Gain,No Loss,20-40hrs, El-Salvador, <=50K
20172,Old, Private,"<=375,000", 7th-8th,0-4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,No Gain,No Loss,20-40hrs, South, <=50K
20173,Middle-Aged, Local-gov,">375,000 and <=750,000", Assoc-voc,8-12, Divorced, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20174,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Handlers-cleaners, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20175,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Adm-clerical, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, Poland, <=50K
20176,Old, Self-emp-not-inc,"<=375,000", Masters,12-16, Married-civ-spouse, Farming-fishing, Husband, White, Male,High Gain,No Loss,40-60hrs, United-States, <=50K
20177,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Other-service, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20178,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Transport-moving, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20179,Middle-Aged, Private,"<=375,000", 7th-8th,0-4, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20180,Middle-Aged, Private,"<=375,000", 10th,4-8, Divorced, Other-service, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20181,Old, Local-gov,"<=375,000", HS-grad,8-12, Married-civ-spouse, Other-service, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20182,Young, Private,"<=375,000", 11th,4-8, Never-married, Handlers-cleaners, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20183,Young, Local-gov,"<=375,000", HS-grad,8-12, Divorced, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20184,Middle-Aged, Local-gov,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Wife, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20185,Middle-Aged, Federal-gov,">375,000 and <=750,000", HS-grad,8-12, Never-married, Exec-managerial, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20186,Middle-Aged, Self-emp-not-inc,"<=375,000", 10th,4-8, Never-married, Craft-repair, Own-child, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20187,Young,,"<=375,000", Some-college,8-12, Never-married,, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20188,Old, Private,"<=375,000", HS-grad,8-12, Widowed, Prof-specialty, Not-in-family, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
20189,Young, Private,"<=375,000", Some-college,8-12, Never-married, Sales, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20190,Middle-Aged, State-gov,"<=375,000", Some-college,8-12, Divorced, Other-service, Unmarried, Black, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
20191,Middle-Aged,,"<=375,000", HS-grad,8-12, Married-civ-spouse,, Wife, White, Female,No Gain,Modest Loss,20-40hrs, United-States, <=50K
20192,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20193,Middle-Aged, Private,"<=375,000", Doctorate,12-16, Married-civ-spouse, Prof-specialty, Husband, Other, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20194,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,No Gain,No Loss,20-40hrs, China, <=50K
20195,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20196,Middle-Aged, Self-emp-inc,"<=375,000", Assoc-acdm,8-12, Divorced, Sales, Unmarried, White, Female,Medium Gain,No Loss,20-40hrs, United-States, <=50K
20197,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Exec-managerial, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20198,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Sales, Not-in-family, White, Male,No Gain,Modest Loss,20-40hrs, United-States, <=50K
20199,Young, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Adm-clerical, Husband, Black, Male,No Gain,Modest Loss,20-40hrs, United-States, >50K
20200,Middle-Aged, Private,"<=375,000", Masters,12-16, Married-civ-spouse, Adm-clerical, Husband, White, Male,Medium Gain,No Loss,40-60hrs, United-States, >50K
20201,Middle-Aged, Self-emp-not-inc,"<=375,000", Prof-school,12-16, Divorced, Prof-specialty, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20202,Middle-Aged, Self-emp-not-inc,"<=375,000", Assoc-acdm,8-12, Never-married, Prof-specialty, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20203,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Other-service, Other-relative, White, Male,No Gain,No Loss,20-40hrs,, <=50K
20204,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Sales, Own-child, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
20205,Middle-Aged,,"<=375,000", Masters,12-16, Married-civ-spouse,, Wife, White, Female,High Gain,No Loss,20-40hrs, United-States, >50K
20206,Middle-Aged, Private,">375,000 and <=750,000", HS-grad,8-12, Divorced, Sales, Unmarried, Black, Male,Medium Gain,No Loss,20-40hrs, United-States, <=50K
20207,Young, Private,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Own-child, White, Female,No Gain,Modest Loss,20-40hrs, United-States, <=50K
20208,Middle-Aged, Self-emp-inc,"<=375,000", Bachelors,12-16, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,60-80hrs, United-States, <=50K
20209,Middle-Aged, State-gov,"<=375,000", Some-college,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20210,Middle-Aged, State-gov,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20211,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20212,Middle-Aged, Self-emp-not-inc,"<=375,000", Bachelors,12-16, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,No Loss,60-80hrs, United-States, >50K
20213,Young, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,Modest Loss,20-40hrs, United-States, <=50K
20214,Young, Private,"<=375,000", Bachelors,12-16, Never-married, Adm-clerical, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20215,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Unmarried, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20216,Middle-Aged, Federal-gov,"<=375,000", Some-college,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,20-40hrs, Puerto-Rico, >50K
20217,Middle-Aged, State-gov,"<=375,000", Doctorate,12-16, Never-married, Prof-specialty, Not-in-family, White, Female,No Gain,No Loss,60-80hrs, United-States, <=50K
20218,Old, Private,">375,000 and <=750,000", Bachelors,12-16, Never-married, Transport-moving, Own-child, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
20219,Young, Private,"<=375,000", Some-college,8-12, Divorced, Other-service, Not-in-family, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20220,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Machine-op-inspct, Unmarried, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20221,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Other-service, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20222,Middle-Aged, Local-gov,"<=375,000", Masters,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20223,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Never-married, Machine-op-inspct, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20224,Middle-Aged, Private,"<=375,000", Prof-school,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20225,Young, Private,"<=375,000", 11th,4-8, Never-married, Sales, Own-child, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
20226,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Transport-moving, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20227,Middle-Aged,,"<=375,000", Masters,12-16, Divorced,, Own-child, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
20228,Old, Private,">375,000 and <=750,000", Some-college,8-12, Never-married, Adm-clerical, Own-child, White, Male,Medium Gain,No Loss,20-40hrs, United-States, <=50K
20229,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,No Gain,No Loss,20-40hrs, Philippines, >50K
20230,Young, Private,"<=375,000", Some-college,8-12, Never-married, Sales, Own-child, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
20231,Middle-Aged, Private,"<=375,000", 10th,4-8, Divorced, Other-service, Not-in-family, White, Male,No Gain,No Loss,60-80hrs, United-States, <=50K
20232,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Divorced, Adm-clerical, Not-in-family, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20233,Middle-Aged, Private,"<=375,000", Some-college,8-12, Separated, Exec-managerial, Not-in-family, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20234,Old, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Other-service, Wife, Black, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
20235,Young, Private,"<=375,000", Some-college,8-12, Never-married, Sales, Own-child, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
20236,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Farming-fishing, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20237,Young, Private,"<=375,000", 11th,4-8, Never-married, Farming-fishing, Unmarried, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20238,Young, Private,"<=375,000", Some-college,8-12, Never-married, Handlers-cleaners, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20239,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
20240,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20241,Old, State-gov,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,Modest Loss,20-40hrs, United-States, >50K
20242,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20243,Middle-Aged, Private,"<=375,000", Masters,12-16, Separated, Exec-managerial, Not-in-family, White, Male,High Gain,No Loss,40-60hrs, Iran, >50K
20244,Young, Private,"<=375,000", 12th,4-8, Never-married, Machine-op-inspct, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20245,Middle-Aged, State-gov,"<=375,000", HS-grad,8-12, Divorced, Exec-managerial, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20246,Old, Self-emp-not-inc,"<=375,000", 9th,4-8, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20247,Middle-Aged, Local-gov,"<=375,000", Bachelors,12-16, Divorced, Prof-specialty, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20248,Middle-Aged, Federal-gov,"<=375,000", Some-college,8-12, Married-civ-spouse, Transport-moving, Wife, White, Female,Medium Gain,No Loss,20-40hrs, United-States, >50K
20249,Old, Private,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20250,Old, State-gov,"<=375,000", 10th,4-8, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20251,Middle-Aged, Private,"<=375,000", 11th,4-8, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20252,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,Medium Gain,No Loss,40-60hrs, United-States, >50K
20253,Old, Self-emp-not-inc,"<=375,000", Some-college,8-12, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20254,Old, Local-gov,">375,000 and <=750,000", HS-grad,8-12, Widowed, Adm-clerical, Not-in-family, Black, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
20255,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20256,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,Medium Gain,No Loss,20-40hrs, United-States, <=50K
20257,Middle-Aged, Self-emp-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20258,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20259,Middle-Aged, Local-gov,"<=375,000", HS-grad,8-12, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20260,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Other-service, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20261,Old, Private,"<=375,000", HS-grad,8-12, Widowed, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
20262,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Separated, Craft-repair, Other-relative, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20263,Old, Private,"<=375,000", HS-grad,8-12, Divorced, Sales, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20264,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Adm-clerical, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20265,Middle-Aged, Private,"<=375,000", 10th,4-8, Never-married, Machine-op-inspct, Not-in-family, White, Female,No Gain,Modest Loss,20-40hrs, United-States, <=50K
20266,Young,,"<=375,000", Bachelors,12-16, Never-married,, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20267,Young, Private,"<=375,000", 11th,4-8, Never-married, Sales, Own-child, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
20268,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20269,Middle-Aged,,"<=375,000", HS-grad,8-12, Separated,, Own-child, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
20270,Young, Private,">375,000 and <=750,000", Some-college,8-12, Never-married, Handlers-cleaners, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20271,Middle-Aged,,"<=375,000", Bachelors,12-16, Married-spouse-absent,, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20272,Old, Private,"<=375,000", Some-college,8-12, Widowed, Sales, Other-relative, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
20273,Middle-Aged, Self-emp-not-inc,">375,000 and <=750,000", Some-college,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20274,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Handlers-cleaners, Other-relative, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20275,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-spouse-absent, Sales, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, Mexico, <=50K
20276,Middle-Aged, Local-gov,"<=375,000", Masters,12-16, Married-civ-spouse, Prof-specialty, Wife, White, Female,No Gain,No Loss,40-60hrs, England, >50K
20277,Middle-Aged, Private,"<=375,000", 11th,4-8, Married-civ-spouse, Transport-moving, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20278,Middle-Aged, Local-gov,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Protective-serv, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20279,Young, Private,"<=375,000", Some-college,8-12, Never-married, Other-service, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20280,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Never-married, Other-service, Not-in-family, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20281,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Other-service, Husband, Black, Male,No Gain,No Loss,20-40hrs, Haiti, <=50K
20282,Middle-Aged, Federal-gov,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20283,Middle-Aged, State-gov,">375,000 and <=750,000", Masters,12-16, Married-civ-spouse, Sales, Husband, White, Male,High Gain,No Loss,60-80hrs, United-States, >50K
20284,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Sales, Unmarried, Black, Male,No Gain,No Loss,40-60hrs,, <=50K
20285,Old, Self-emp-inc,"<=375,000", Doctorate,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20286,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Transport-moving, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20287,Middle-Aged, Private,">375,000 and <=750,000", Some-college,8-12, Divorced, Prof-specialty, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20288,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Tech-support, Wife, White, Female,No Gain,No Loss,20-40hrs, United-States, >50K
20289,Middle-Aged, Private,"<=375,000", 9th,4-8, Never-married, Craft-repair, Other-relative, Black, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20290,Middle-Aged, Private,">375,000 and <=750,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, Black, Male,No Gain,Modest Loss,20-40hrs, United-States, >50K
20291,Young,,"<=375,000", Some-college,8-12, Never-married,, Own-child, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
20292,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,Medium Gain,No Loss,40-60hrs, Japan, >50K
20293,Middle-Aged, Private,"<=375,000", 11th,4-8, Divorced, Craft-repair, Own-child, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
20294,Young, Private,">375,000 and <=750,000", HS-grad,8-12, Never-married, Adm-clerical, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20295,Young, Private,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Other-relative, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
20296,Young, Private,"<=375,000", Some-college,8-12, Never-married, Protective-serv, Own-child, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
20297,Middle-Aged, Local-gov,"<=375,000", Bachelors,12-16, Divorced, Prof-specialty, Not-in-family, White, Female,Medium Gain,No Loss,20-40hrs, United-States, >50K
20298,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,Modest Loss,40-60hrs, United-States, >50K
20299,Young, Private,"<=375,000", 10th,4-8, Never-married, Prof-specialty, Own-child, Other, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
